Customer_ID,Age,Income,Spending_Score,Transaction_Frequency
1,0.3913043478260869,0.8776766051821888,0.9489795918367346,0.3541666666666667
2,0.34782608695652173,0.7700969903322037,0.21428571428571425,0.6041666666666666
3,0.6956521739130435,0.017024067971324608,0.7857142857142856,0.20833333333333331
4,0.23913043478260876,0.0453949115217018,0.520408163265306,0.4583333333333333
5,0.8913043478260869,0.20750620831836572,0.36734693877551017,0.5208333333333333
6,0.7391304347826086,0.9937448264013619,0.21428571428571425,0.8958333333333333
7,0.3913043478260869,0.049721211363955825,0.5612244897959183,0.5416666666666666
8,0.19565217391304346,0.39051493901010514,0.6224489795918366,0.8541666666666666
9,0.8260869565217392,0.39302169397285525,0.43877551020408156,0.4791666666666667
10,0.08695652173913049,0.04344261014884346,0.8571428571428571,0.7083333333333333
11,0.34782608695652173,0.6299920346103988,0.6428571428571428,0.20833333333333331
12,0.9565217391304348,0.6226123354209943,0.8775510204081631,0.3125
13,0.8478260869565217,0.4545894700673154,0.5,0.4375
14,0.28260869565217395,0.03604729254845612,0.7244897959183673,0.9583333333333333
15,0.5434782608695652,0.9431255564058912,0.4591836734693877,0.9999999999999999
16,0.5217391304347826,0.20930232558139536,0.9897959183673468,0.5833333333333333
17,0.7608695652173914,0.35920783419494906,0.030612244897959183,0.24999999999999997
18,0.4782608695652174,0.7298639636403392,0.7448979591836734,0.6458333333333333
19,0.673913043478261,0.03979571118434411,0.31632653061224486,0.6249999999999999
20,0.32608695652173914,0.43445733831040034,0.8163265306122448,0.6458333333333333
21,0.0,0.07512455682758837,0.48979591836734687,0.8124999999999999
22,0.02173913043478265,0.8689224858262922,0.673469387755102,0.6874999999999999
23,0.7391304347826086,0.08398019585487373,0.9183673469387754,0.4583333333333333
24,0.6304347826086956,0.7545020069658114,0.2551020408163265,0.14583333333333331
25,0.7173913043478262,0.8062301841410655,0.8877551020408162,0.6249999999999999
26,0.9130434782608696,0.7975853936620488,0.04081632653061224,0.04166666666666667
27,0.23913043478260876,0.2625376794164962,0.47959183673469385,0.020833333333333332
28,0.4782608695652174,0.1250800443562872,0.21428571428571425,0.7291666666666666
29,0.9130434782608696,0.48472519405875647,0.6224489795918366,0.8333333333333333
30,0.6086956521739131,0.5897043434800944,0.836734693877551,0.375
31,0.4130434782608696,0.40795289487247566,0.846938775510204,0.5833333333333333
32,0.6956521739130435,0.6966982679182221,0.9387755102040816,0.7083333333333333
33,0.8260869565217392,0.926702797257407,0.7551020408163265,0.8333333333333333
34,0.4782608695652174,0.8913817608196543,0.8979591836734693,0.8958333333333333
35,0.5869565217391305,0.35071922782576104,0.510204081632653,0.20833333333333331
36,0.32608695652173914,0.20499945335561562,0.9387755102040816,0.04166666666666667
37,0.9130434782608696,0.290416543020913,0.3061224489795918,0.8958333333333333
38,0.21739130434782616,0.41255251690692996,0.0,0.22916666666666666
39,0.08695652173913049,0.2360488543895544,0.08163265306122448,0.7708333333333333
40,0.8043478260869565,0.5194214940571946,0.5408163265306122,0.9999999999999999
41,0.8043478260869565,0.8786137098411607,0.6530612244897959,0.8749999999999999
42,0.15217391304347827,0.10658003654708173,0.5408163265306122,0.8541666666666666
43,0.5869565217391305,0.27574304590250986,0.8775510204081631,0.7499999999999999
44,0.28260869565217395,0.13060896184422197,0.510204081632653,0.20833333333333331
45,0.8478260869565217,0.8599887547440924,0.7448979591836734,0.0
46,0.7391304347826086,0.4253830415293548,0.9897959183673468,0.14583333333333331
47,0.043478260869565244,0.09096162556421508,0.2040816326530612,0.4583333333333333
48,0.21739130434782616,0.7076545832227029,0.08163265306122448,0.0
49,0.8695652173913044,0.9694816249394788,0.21428571428571425,0.8541666666666666
50,0.3913043478260869,0.8045355865494245,0.5510204081632653,0.9374999999999999
51,0.32608695652173914,0.9979383697502616,0.19387755102040813,0.9374999999999999
52,0.9347826086956521,0.312493166945195,0.173469387755102,0.7083333333333333
53,0.6956521739130435,0.36986739969075555,0.2040816326530612,0.5624999999999999
54,0.4347826086956522,0.1842894403923345,0.04081632653061224,0.8333333333333333
55,0.3913043478260869,0.6927780467615225,0.47959183673469385,0.375
56,0.19565217391304346,0.16331391444234464,0.336734693877551,0.7291666666666666
57,0.34782608695652173,0.9209005575772721,0.0,0.8958333333333333
58,0.9782608695652173,0.3519140362659503,0.5408163265306122,0.04166666666666667
59,0.3695652173913043,0.994338326018711,0.7551020408163265,0.10416666666666667
60,0.9782608695652173,0.17187280366095556,0.5816326530612245,0.7708333333333333
61,0.30434782608695654,0.4800552891748794,0.43877551020408156,0.4375
62,0.19565217391304346,0.350484951661018,0.9795918367346937,0.2916666666666667
63,0.9782608695652173,0.34037983975510333,0.7448979591836734,0.9583333333333333
64,0.3913043478260869,0.9149967982257486,0.9183673469387754,0.49999999999999994
65,0.8913043478260869,0.3378418479703875,0.24489795918367346,0.8749999999999999
66,0.08695652173913049,0.7337685663860559,0.8877551020408162,0.20833333333333331
67,0.6304347826086956,0.556788542333703,0.173469387755102,0.5416666666666666
68,0.32608695652173914,0.8670795133303139,0.7551020408163265,0.6041666666666666
69,0.21739130434782616,0.7398753650803568,0.7448979591836734,0.6666666666666666
70,0.02173913043478265,0.9261717712839895,0.5510204081632653,0.3541666666666667
71,0.19565217391304346,0.7638886719665142,0.8775510204081631,0.8333333333333333
72,0.9782608695652173,0.2896512408827526,0.24489795918367346,0.4791666666666667
73,0.6304347826086956,0.6520061848907492,0.5510204081632653,0.4791666666666667
74,0.30434782608695654,0.9095772096146938,0.22448979591836732,0.5833333333333333
75,0.06521739130434784,0.616208786918019,0.18367346938775508,0.6458333333333333
76,0.26086956521739135,0.6649538475955457,0.19387755102040813,0.6666666666666666
77,0.23913043478260876,0.9170740468864699,0.11224489795918367,0.18749999999999997
78,0.7608695652173914,0.475237009386665,0.8877551020408162,0.9166666666666666
79,0.3913043478260869,0.43416839770721727,0.2346938775510204,0.0625
80,0.6086956521739131,0.786683742796008,0.2346938775510204,0.3541666666666667
81,0.4565217391304348,0.58728348977775,0.9081632653061223,0.8541666666666666
82,0.8260869565217392,0.529753072922361,0.01020408163265306,0.7916666666666666
83,0.4782608695652174,0.09980945538600902,0.19387755102040813,0.24999999999999997
84,0.3913043478260869,0.30245833788870324,0.5714285714285714,0.9374999999999999
85,0.4347826086956522,0.8602074124978526,0.39795918367346933,0.8333333333333333
86,0.23913043478260876,0.27473565839411496,0.2551020408163265,0.375
87,0.7391304347826086,0.04617583207084511,0.36734693877551017,0.3333333333333333
88,1.0,0.5045527668015056,0.4183673469387755,0.6666666666666666
89,0.8043478260869565,0.3234338638386931,0.6122448979591836,0.8749999999999999
90,0.06521739130434784,0.4905977165883143,0.47959183673469385,0.7916666666666666
91,0.6956521739130435,0.2600621612757118,0.5,0.7291666666666666
92,0.7391304347826086,0.8440033111031283,0.693877551020408,0.9166666666666666
93,0.0,0.8350227247879801,0.24489795918367346,0.0625
94,0.6304347826086956,0.6216752307620224,0.9081632653061223,0.8124999999999999
95,0.6956521739130435,0.5151264310369064,0.2857142857142857,0.7708333333333333
96,0.8260869565217392,0.1989082730722976,0.030612244897959183,0.22916666666666666
97,0.26086956521739135,0.11374888718821749,0.48979591836734687,0.9791666666666666
98,0.8478260869565217,0.564863260811845,0.8775510204081631,0.9791666666666666
99,0.7173913043478262,0.0,0.5,0.4166666666666667
100,0.4782608695652174,0.7872460055913911,0.030612244897959183,0.6666666666666666
