X,y
-5.0,42.483570765056164
-4.898989898989899,37.6119128579845
-4.797979797979798,39.88572358020859
-4.696969696969697,42.64728885963425
-4.595959595959596,32.28704355389072
-4.494949494949495,30.75360865469905
-4.393939393939394,38.327652690943744
-4.292929292929293,32.81686959515747
-4.191919191919192,25.221243517728563
-4.090909090909091,28.911147325367843
-3.9898989898989896,22.551802465434672
-3.888888888888889,21.251598145728963
-3.787878787878788,23.54222641751796
-3.686868686868687,11.558994144530617
-3.5858585858585856,11.334598675410549
-3.484848484848485,16.02235482395124
-3.383838383838384,12.685053662688663
-3.282828282828283,18.276674883566105
-3.1818181818181817,11.162358961236919
-3.080808080808081,7.678814112444039
-2.9797979797979797,21.14724190603007
-2.878787878787879,11.809594163315717
-2.7777777777777777,12.436406455538386
-2.676767676767677,4.176126429406139
-2.5757575757575757,7.819867828246447
-2.474747474747475,10.379120651844914
-2.3737373737373737,3.3930782306315734
-2.272727272727273,10.390886785943238
-2.1717171717171717,4.914365983116922
-2.070707070707071,5.90506558426492
-1.9696969696969697,3.8417883346289563
-1.868686868686869,15.639311542889551
-1.7676767676767677,5.878845883248398
-1.6666666666666665,0.2670009107760549
-1.5656565656565657,9.318315826713272
-1.4646464646464645,-1.20777911099173
-1.3636363636363638,5.6724171485774955
-1.2626262626262625,-5.397779249130538
-1.1616161616161618,-2.4270745154849083
-1.0606060606060606,5.0522584291160495
-0.9595959595959593,7.6551938325349544
-0.858585858585859,4.755423183319508
-0.7575757575757578,3.2968733722644905
-0.6565656565656566,2.3869414751195697
-0.5555555555555554,-3.44199266788652
-0.45454545454545503,0.4503657348859602
-0.3535353535353538,1.886174576993736
-0.2525252525252526,9.655573379844705
-0.15151515151515138,6.309459675574171
-0.050505050505050164,-3.9616144080757856
0.050505050505050164,6.777036518742161
0.15151515151515138,3.57504773474119
0.2525252525252526,2.5005037623718493
0.3535353535353538,9.368961997209135
0.45454545454545414,11.931857116611983
0.5555555555555554,11.940351212864943
0.6565656565656566,3.635766276346761
0.7575757575757578,6.874507450404166
0.8585858585858581,10.706414085902626
0.9595959595959593,14.598162325745454
1.0606060606060606,8.035717424180346
1.1616161616161618,10.255257815385129
1.262626262626262,6.444654075995771
1.3636363636363633,6.828884234968544
1.4646464646464645,17.74694703871316
1.5656565656565657,21.380730802990836
1.666666666666667,15.195504947653887
1.7676767676767673,21.57005710245879
1.8686868686868685,19.398221957704244
1.9696969696969697,15.442904440932137
2.070707070707071,21.594754785015798
2.1717171717171713,28.63804529534382
2.2727272727272725,21.96963013502875
2.3737373737373737,31.213688639237358
2.474747474747475,11.57426703133171
2.5757575757575752,30.105839427293926
2.6767676767676765,27.795708762270333
2.7777777777777777,27.27039534643609
2.878787878787879,30.67000682115318
2.9797979797979792,21.759941367205712
3.0808080808080813,32.12682166478143
3.1818181818181817,36.578951287310794
3.282828282828282,43.791878141267006
3.383838383838384,35.460888476022845
3.4848484848484844,35.700415364781065
3.5858585858585865,38.965554135204556
3.686868686868687,47.8236180775421
3.787878787878787,46.703443335258925
3.8888888888888893,44.26477922807839
3.9898989898989896,51.3746220344577
4.09090909090909,51.229189399632745
4.191919191919192,57.56335555158293
4.292929292929292,51.227006237581904
4.3939393939393945,55.156914244054335
4.494949494949495,56.93344964348113
4.595959595959595,53.71599326260437
4.696969696969697,64.6945591447352
4.797979797979798,66.74043603848335
4.8989898989899,67.72274104099215
5.0,68.82706433312427
