Feature,Target
1.0,7.967141530112327
1.2462311557788945,2.356050455624837
1.492462311557789,10.954272315680292
1.7386934673366834,20.446378966090304
1.984924623115578,3.613240122113374
2.2311557788944727,4.352097767191612
2.477386934673367,23.224288959094014
2.7236180904522613,15.845201562885872
2.969849246231156,4.214803879343946
3.2160804020100504,15.073841641889798
3.462311557788945,5.752757745242212
3.7085427135678395,6.468330605000951
3.9547738693467336,14.283944323700542
4.201005025125628,-6.529787371201095
4.447236180904523,-3.907469782416758
4.693467336683417,8.457526717640524
4.939698492462312,4.690784274042697
5.185929648241206,18.700262270676358
5.432160804020101,7.216241656848192
5.678391959798995,2.912138866044071
5.92462311557789,32.43035703594921
6.170854271356784,16.254799809204997
6.417085427135679,19.926538328286277
6.6633165829145735,5.742467886609152
6.909547738693467,15.284815970828573
7.155778894472362,22.576562580515745
7.402010050251256,10.696094376530741
7.648241206030151,26.701703801547172
7.894472361809045,17.677030186239087
8.14070351758794,21.505173054831054
8.386934673366834,19.143737897806535
8.633165829145728,44.42227933252656
8.879396984924623,26.50321870739453
9.125628140703517,16.799775132551552
9.371859296482413,36.341027010479124
9.618090452261306,16.645834857073694
9.864321608040202,31.68160077416816
10.110552763819095,10.734957052659531
10.35678391959799,17.78849126980967
10.603015075376884,33.77765758482189
10.84924623115578,39.932404493421444
11.095477386934673,35.00011497270372
11.341708542713569,32.8686428042583
11.587939698492463,31.7527821395845
11.834170854271358,20.7172926591398
12.080402010050252,29.04276394620367
12.326633165829147,32.37351178788956
12.57286432160804,48.28981522701328
12.819095477386934,41.893469327845416
13.06532663316583,21.565578345870147
13.311557788944723,43.175513060782116
13.557788944723619,36.82254403000769
13.804020100502512,34.64284029844795
14.050251256281408,48.267516657252905
14.296482412060302,53.199442461140414
14.542713567839197,52.940941894679575
14.78894472361809,35.97465893862789
15.035175879396986,42.01340387967881
15.28140703517588,49.15685541956328
15.527638190954775,56.33836584408792
15.773869346733669,42.529865661748104
16.020100502512562,46.203711740899514
16.266331658291456,37.735645234814086
16.512562814070353,37.57562220140436
16.758793969849247,58.40164013348972
17.00502512562814,64.57747566259266
17.251256281407034,51.03366762841776
17.49748743718593,62.527791290478035
17.743718592964825,56.847516029370816
17.98994974874372,47.518651700179916
18.236180904522612,58.322498768651975
18.48241206030151,70.82760184556422
18.728643216080403,55.8276692571417
18.974874371859297,72.57105967371794
19.22110552763819,31.46586554201713
19.467336683417088,66.6210350940035
19.71356783919598,60.01117419996966
19.959798994974875,56.88932348026594
20.20603015075377,61.53569821761633
20.452261306532666,41.48109477358908
20.69849246231156,59.89875850855955
20.944723618090453,66.40529656938882
21.190954773869347,78.3518047690232
21.43718592964824,59.12885560620825
21.683417085427138,56.965315227349535
21.92964824120603,60.77137428777274
22.175879396984925,75.68165936797551
22.42211055276382,70.5538427548883
22.668341708542716,62.707423087957764
22.91457286432161,73.87639292409838
23.160804020100503,70.45318755378192
23.407035175879397,79.90755543296709
23.653266331658294,63.93926805620135
23.899497487437188,68.42187099633388
24.14572864321608,68.51610439832668
24.391959798994975,58.54072991566374
24.63819095477387,76.87577563496735
24.884422110552766,77.2638190534572
25.13065326633166,75.44309436541958
25.376884422110553,73.78478193258019
25.623115577889447,62.715639313164196
25.869346733668344,73.40158697335144
26.115577889447238,74.91958850307402
26.36180904522613,71.06265444346221
26.608040201005025,78.21126348635498
26.854271356783922,84.60332263849715
27.100502512562816,100.16336654979375
27.34673366834171,83.78597913334352
27.592964824120603,85.35439837958945
27.8391959798995,82.77312878203684
28.085427135678394,65.06856925404476
28.331658291457288,84.72983611987969
28.57788944723618,86.33597044111882
28.824120603015075,111.1047829338981
29.070351758793972,85.2874456285707
29.316582914572866,90.96522216705472
29.56281407035176,88.34132451400284
29.809045226130653,77.74035530219665
30.05527638190955,101.59405729087885
30.301507537688444,98.42385293993307
30.547738693467338,99.55353555083248
30.79396984924623,83.28803499979131
31.04020100502513,107.14854612443638
31.286432160804022,79.84078585448925
31.532663316582916,100.46656088775146
31.77889447236181,117.24123967518521
32.02512562814071,86.17001363311525
32.2713567839196,91.15109305573108
32.517587939698494,98.54927746997188
32.76381909547739,93.25670074527017
33.01005025125628,83.52351644310752
33.256281407035175,100.4544739691658
33.50251256281407,89.88450055118115
33.74874371859297,105.98215546213072
33.99497487437186,92.79068228077756
34.24120603015076,118.22296214062767
34.48743718592965,95.62977863442659
34.733668341708544,100.98038986306886
34.97989949748744,113.07487066615901
35.22613065326633,93.36974879545944
35.472361809045225,108.69168477317697
35.718592964824126,120.22720643729666
35.96482412060302,91.81964001619677
36.21105527638191,110.47950441446878
36.45728643216081,111.97068723896666
36.7035175879397,117.9287814815922
36.949748743718594,98.47973912237495
37.19597989949749,98.3833735676497
37.44221105527638,117.54604882199813
37.688442211055275,116.03517336549768
37.934673366834176,116.3089486039613
38.18090452261307,118.00719566280895
38.42713567839196,108.48115981939098
38.67336683417086,118.34263747412261
38.91959798994975,119.68951870283607
39.165829145728644,110.35397325692225
39.41206030150754,136.89392601597018
39.65829145728643,123.71320358097718
39.90452261306533,107.80053286716952
40.150753768844226,127.01779739287097
40.39698492462312,111.44413807159614
40.64321608040201,129.80049427863057
40.88944723618091,134.25429749861678
41.1356783919598,115.2002119923623
41.381909547738694,133.77948993565929
